Date,年,季,月,月份名稱,年份月份,星期,工作日,年週序,交通匹配欄
2005/7/5 上午 12:00:00,2005,Q3,07,7月,2005-Jul,週二,平日,2005W28,週2-4
2005/7/6 上午 12:00:00,2005,Q3,07,7月,2005-Jul,週三,平日,2005W28,週2-4
2005/7/7 上午 12:00:00,2005,Q3,07,7月,2005-Jul,週四,平日,2005W28,週2-4
2005/7/8 上午 12:00:00,2005,Q3,07,7月,2005-Jul,週五,平日,2005W28,非參考日
2005/7/9 上午 12:00:00,2005,Q3,07,7月,2005-Jul,週六,週末,2005W28,週六
2005/8/1 上午 12:00:00,2005,Q3,08,8月,2005-Aug,週一,平日,2005W32,非參考日
2005/8/10 上午 12:00:00,2005,Q3,08,8月,2005-Aug,週三,平日,2005W33,週2-4
2005/8/11 上午 12:00:00,2005,Q3,08,8月,2005-Aug,週四,平日,2005W33,週2-4
2005/8/12 上午 12:00:00,2005,Q3,08,8月,2005-Aug,週五,平日,2005W33,非參考日
2005/8/13 上午 12:00:00,2005,Q3,08,8月,2005-Aug,週六,週末,2005W33,週六
2005/8/14 上午 12:00:00,2005,Q3,08,8月,2005-Aug,週日,週末,2005W33,週日
2005/8/15 上午 12:00:00,2005,Q3,08,8月,2005-Aug,週一,平日,2005W34,非參考日
2005/8/16 上午 12:00:00,2005,Q3,08,8月,2005-Aug,週二,平日,2005W34,週2-4
2005/8/17 上午 12:00:00,2005,Q3,08,8月,2005-Aug,週三,平日,2005W34,週2-4
2005/8/18 上午 12:00:00,2005,Q3,08,8月,2005-Aug,週四,平日,2005W34,週2-4
2005/8/19 上午 12:00:00,2005,Q3,08,8月,2005-Aug,週五,平日,2005W34,非參考日
2005/8/2 上午 12:00:00,2005,Q3,08,8月,2005-Aug,週二,平日,2005W32,週2-4
2005/8/20 上午 12:00:00,2005,Q3,08,8月,2005-Aug,週六,週末,2005W34,週六
2005/8/21 上午 12:00:00,2005,Q3,08,8月,2005-Aug,週日,週末,2005W34,週日
2005/8/22 上午 12:00:00,2005,Q3,08,8月,2005-Aug,週一,平日,2005W35,非參考日
2005/8/23 上午 12:00:00,2005,Q3,08,8月,2005-Aug,週二,平日,2005W35,週2-4
2005/8/24 上午 12:00:00,2005,Q3,08,8月,2005-Aug,週三,平日,2005W35,週2-4
2005/8/25 上午 12:00:00,2005,Q3,08,8月,2005-Aug,週四,平日,2005W35,週2-4
2005/8/26 上午 12:00:00,2005,Q3,08,8月,2005-Aug,週五,平日,2005W35,非參考日
2005/8/27 上午 12:00:00,2005,Q3,08,8月,2005-Aug,週六,週末,2005W35,週六
2005/8/28 上午 12:00:00,2005,Q3,08,8月,2005-Aug,週日,週末,2005W35,週日
2005/8/29 上午 12:00:00,2005,Q3,08,8月,2005-Aug,週一,平日,2005W36,非參考日
2005/8/3 上午 12:00:00,2005,Q3,08,8月,2005-Aug,週三,平日,2005W32,週2-4
2005/8/30 上午 12:00:00,2005,Q3,08,8月,2005-Aug,週二,平日,2005W36,週2-4
2005/8/31 上午 12:00:00,2005,Q3,08,8月,2005-Aug,週三,平日,2005W36,週2-4
2005/8/4 上午 12:00:00,2005,Q3,08,8月,2005-Aug,週四,平日,2005W32,週2-4
2005/8/5 上午 12:00:00,2005,Q3,08,8月,2005-Aug,週五,平日,2005W32,非參考日
2005/8/6 上午 12:00:00,2005,Q3,08,8月,2005-Aug,週六,週末,2005W32,週六
2005/8/7 上午 12:00:00,2005,Q3,08,8月,2005-Aug,週日,週末,2005W32,週日
2005/8/8 上午 12:00:00,2005,Q3,08,8月,2005-Aug,週一,平日,2005W33,非參考日
2005/8/9 上午 12:00:00,2005,Q3,08,8月,2005-Aug,週二,平日,2005W33,週2-4
2005/9/1 上午 12:00:00,2005,Q3,09,9月,2005-Sep,週四,平日,2005W36,週2-4
2005/9/10 上午 12:00:00,2005,Q3,09,9月,2005-Sep,週六,週末,2005W37,週六
2005/9/11 上午 12:00:00,2005,Q3,09,9月,2005-Sep,週日,週末,2005W37,週日
2005/9/12 上午 12:00:00,2005,Q3,09,9月,2005-Sep,週一,平日,2005W38,非參考日
2005/9/13 上午 12:00:00,2005,Q3,09,9月,2005-Sep,週二,平日,2005W38,週2-4
2005/9/14 上午 12:00:00,2005,Q3,09,9月,2005-Sep,週三,平日,2005W38,週2-4
2005/9/15 上午 12:00:00,2005,Q3,09,9月,2005-Sep,週四,平日,2005W38,週2-4
2005/9/16 上午 12:00:00,2005,Q3,09,9月,2005-Sep,週五,平日,2005W38,非參考日
2005/9/17 上午 12:00:00,2005,Q3,09,9月,2005-Sep,週六,週末,2005W38,週六
2005/9/18 上午 12:00:00,2005,Q3,09,9月,2005-Sep,週日,週末,2005W38,週日
2005/9/19 上午 12:00:00,2005,Q3,09,9月,2005-Sep,週一,平日,2005W39,非參考日
2005/9/2 上午 12:00:00,2005,Q3,09,9月,2005-Sep,週五,平日,2005W36,非參考日
2005/9/20 上午 12:00:00,2005,Q3,09,9月,2005-Sep,週二,平日,2005W39,週2-4
2005/9/21 上午 12:00:00,2005,Q3,09,9月,2005-Sep,週三,平日,2005W39,週2-4
2005/9/22 上午 12:00:00,2005,Q3,09,9月,2005-Sep,週四,平日,2005W39,週2-4
2005/9/23 上午 12:00:00,2005,Q3,09,9月,2005-Sep,週五,平日,2005W39,非參考日
2005/9/24 上午 12:00:00,2005,Q3,09,9月,2005-Sep,週六,週末,2005W39,週六
2005/9/25 上午 12:00:00,2005,Q3,09,9月,2005-Sep,週日,週末,2005W39,週日
2005/9/26 上午 12:00:00,2005,Q3,09,9月,2005-Sep,週一,平日,2005W40,非參考日
2005/9/27 上午 12:00:00,2005,Q3,09,9月,2005-Sep,週二,平日,2005W40,週2-4
2005/9/28 上午 12:00:00,2005,Q3,09,9月,2005-Sep,週三,平日,2005W40,週2-4
2005/9/29 上午 12:00:00,2005,Q3,09,9月,2005-Sep,週四,平日,2005W40,週2-4
2005/9/3 上午 12:00:00,2005,Q3,09,9月,2005-Sep,週六,週末,2005W36,週六
2005/9/30 上午 12:00:00,2005,Q3,09,9月,2005-Sep,週五,平日,2005W40,非參考日
2005/9/4 上午 12:00:00,2005,Q3,09,9月,2005-Sep,週日,週末,2005W36,週日
2005/9/5 上午 12:00:00,2005,Q3,09,9月,2005-Sep,週一,平日,2005W37,非參考日
2005/9/6 上午 12:00:00,2005,Q3,09,9月,2005-Sep,週二,平日,2005W37,週2-4
2005/9/7 上午 12:00:00,2005,Q3,09,9月,2005-Sep,週三,平日,2005W37,週2-4
2005/9/8 上午 12:00:00,2005,Q3,09,9月,2005-Sep,週四,平日,2005W37,週2-4
2005/9/9 上午 12:00:00,2005,Q3,09,9月,2005-Sep,週五,平日,2005W37,非參考日
2006/1/1 上午 12:00:00,2006,Q1,01,1月,2006-Jan,週日,週末,2006W1,週日
2006/1/10 上午 12:00:00,2006,Q1,01,1月,2006-Jan,週二,平日,2006W3,週2-4
2006/1/11 上午 12:00:00,2006,Q1,01,1月,2006-Jan,週三,平日,2006W3,週2-4
2006/1/12 上午 12:00:00,2006,Q1,01,1月,2006-Jan,週四,平日,2006W3,週2-4
2006/1/13 上午 12:00:00,2006,Q1,01,1月,2006-Jan,週五,平日,2006W3,非參考日
2006/1/14 上午 12:00:00,2006,Q1,01,1月,2006-Jan,週六,週末,2006W3,週六
2006/1/15 上午 12:00:00,2006,Q1,01,1月,2006-Jan,週日,週末,2006W3,週日
2006/1/16 上午 12:00:00,2006,Q1,01,1月,2006-Jan,週一,平日,2006W4,非參考日
2006/1/17 上午 12:00:00,2006,Q1,01,1月,2006-Jan,週二,平日,2006W4,週2-4
2006/1/18 上午 12:00:00,2006,Q1,01,1月,2006-Jan,週三,平日,2006W4,週2-4
2006/1/19 上午 12:00:00,2006,Q1,01,1月,2006-Jan,週四,平日,2006W4,週2-4
2006/1/2 上午 12:00:00,2006,Q1,01,1月,2006-Jan,週一,平日,2006W2,非參考日
2006/1/20 上午 12:00:00,2006,Q1,01,1月,2006-Jan,週五,平日,2006W4,非參考日
2006/1/21 上午 12:00:00,2006,Q1,01,1月,2006-Jan,週六,週末,2006W4,週六
2006/1/22 上午 12:00:00,2006,Q1,01,1月,2006-Jan,週日,週末,2006W4,週日
2006/1/23 上午 12:00:00,2006,Q1,01,1月,2006-Jan,週一,平日,2006W5,非參考日
2006/1/24 上午 12:00:00,2006,Q1,01,1月,2006-Jan,週二,平日,2006W5,週2-4
2006/1/25 上午 12:00:00,2006,Q1,01,1月,2006-Jan,週三,平日,2006W5,週2-4
2006/1/26 上午 12:00:00,2006,Q1,01,1月,2006-Jan,週四,平日,2006W5,週2-4
2006/1/27 上午 12:00:00,2006,Q1,01,1月,2006-Jan,週五,平日,2006W5,非參考日
2006/1/28 上午 12:00:00,2006,Q1,01,1月,2006-Jan,週六,週末,2006W5,週六
2006/1/29 上午 12:00:00,2006,Q1,01,1月,2006-Jan,週日,週末,2006W5,週日
2006/1/3 上午 12:00:00,2006,Q1,01,1月,2006-Jan,週二,平日,2006W2,週2-4
2006/1/30 上午 12:00:00,2006,Q1,01,1月,2006-Jan,週一,平日,2006W6,非參考日
2006/1/31 上午 12:00:00,2006,Q1,01,1月,2006-Jan,週二,平日,2006W6,週2-4
2006/1/4 上午 12:00:00,2006,Q1,01,1月,2006-Jan,週三,平日,2006W2,週2-4
2006/1/5 上午 12:00:00,2006,Q1,01,1月,2006-Jan,週四,平日,2006W2,週2-4
2006/1/6 上午 12:00:00,2006,Q1,01,1月,2006-Jan,週五,平日,2006W2,非參考日
2006/1/7 上午 12:00:00,2006,Q1,01,1月,2006-Jan,週六,週末,2006W2,週六
2006/1/8 上午 12:00:00,2006,Q1,01,1月,2006-Jan,週日,週末,2006W2,週日
2006/1/9 上午 12:00:00,2006,Q1,01,1月,2006-Jan,週一,平日,2006W3,非參考日
2006/10/1 上午 12:00:00,2006,Q4,10,10月,2006-Oct,週日,週末,2006W40,週日
2006/10/10 上午 12:00:00,2006,Q4,10,10月,2006-Oct,週二,平日,2006W42,週2-4
2006/10/11 上午 12:00:00,2006,Q4,10,10月,2006-Oct,週三,平日,2006W42,週2-4
2006/10/12 上午 12:00:00,2006,Q4,10,10月,2006-Oct,週四,平日,2006W42,週2-4
2006/10/13 上午 12:00:00,2006,Q4,10,10月,2006-Oct,週五,平日,2006W42,非參考日
2006/10/14 上午 12:00:00,2006,Q4,10,10月,2006-Oct,週六,週末,2006W42,週六
2006/10/15 上午 12:00:00,2006,Q4,10,10月,2006-Oct,週日,週末,2006W42,週日
2006/10/16 上午 12:00:00,2006,Q4,10,10月,2006-Oct,週一,平日,2006W43,非參考日
2006/10/17 上午 12:00:00,2006,Q4,10,10月,2006-Oct,週二,平日,2006W43,週2-4
2006/10/18 上午 12:00:00,2006,Q4,10,10月,2006-Oct,週三,平日,2006W43,週2-4
2006/10/19 上午 12:00:00,2006,Q4,10,10月,2006-Oct,週四,平日,2006W43,週2-4
2006/10/2 上午 12:00:00,2006,Q4,10,10月,2006-Oct,週一,平日,2006W41,非參考日
2006/10/20 上午 12:00:00,2006,Q4,10,10月,2006-Oct,週五,平日,2006W43,非參考日
2006/10/21 上午 12:00:00,2006,Q4,10,10月,2006-Oct,週六,週末,2006W43,週六
2006/10/22 上午 12:00:00,2006,Q4,10,10月,2006-Oct,週日,週末,2006W43,週日
2006/10/23 上午 12:00:00,2006,Q4,10,10月,2006-Oct,週一,平日,2006W44,非參考日
2006/10/24 上午 12:00:00,2006,Q4,10,10月,2006-Oct,週二,平日,2006W44,週2-4
2006/10/25 上午 12:00:00,2006,Q4,10,10月,2006-Oct,週三,平日,2006W44,週2-4
2006/10/26 上午 12:00:00,2006,Q4,10,10月,2006-Oct,週四,平日,2006W44,週2-4
2006/10/27 上午 12:00:00,2006,Q4,10,10月,2006-Oct,週五,平日,2006W44,非參考日
2006/10/28 上午 12:00:00,2006,Q4,10,10月,2006-Oct,週六,週末,2006W44,週六
2006/10/29 上午 12:00:00,2006,Q4,10,10月,2006-Oct,週日,週末,2006W44,週日
2006/10/3 上午 12:00:00,2006,Q4,10,10月,2006-Oct,週二,平日,2006W41,週2-4
2006/10/30 上午 12:00:00,2006,Q4,10,10月,2006-Oct,週一,平日,2006W45,非參考日
2006/10/31 上午 12:00:00,2006,Q4,10,10月,2006-Oct,週二,平日,2006W45,週2-4
2006/10/4 上午 12:00:00,2006,Q4,10,10月,2006-Oct,週三,平日,2006W41,週2-4
2006/10/5 上午 12:00:00,2006,Q4,10,10月,2006-Oct,週四,平日,2006W41,週2-4
2006/10/6 上午 12:00:00,2006,Q4,10,10月,2006-Oct,週五,平日,2006W41,非參考日
2006/10/7 上午 12:00:00,2006,Q4,10,10月,2006-Oct,週六,週末,2006W41,週六
2006/10/8 上午 12:00:00,2006,Q4,10,10月,2006-Oct,週日,週末,2006W41,週日
2006/10/9 上午 12:00:00,2006,Q4,10,10月,2006-Oct,週一,平日,2006W42,非參考日
2006/11/1 上午 12:00:00,2006,Q4,11,11月,2006-Nov,週三,平日,2006W45,週2-4
2006/11/10 上午 12:00:00,2006,Q4,11,11月,2006-Nov,週五,平日,2006W46,非參考日
2006/11/11 上午 12:00:00,2006,Q4,11,11月,2006-Nov,週六,週末,2006W46,週六
2006/11/12 上午 12:00:00,2006,Q4,11,11月,2006-Nov,週日,週末,2006W46,週日
2006/11/13 上午 12:00:00,2006,Q4,11,11月,2006-Nov,週一,平日,2006W47,非參考日
2006/11/14 上午 12:00:00,2006,Q4,11,11月,2006-Nov,週二,平日,2006W47,週2-4
2006/11/15 上午 12:00:00,2006,Q4,11,11月,2006-Nov,週三,平日,2006W47,週2-4
2006/11/16 上午 12:00:00,2006,Q4,11,11月,2006-Nov,週四,平日,2006W47,週2-4
2006/11/17 上午 12:00:00,2006,Q4,11,11月,2006-Nov,週五,平日,2006W47,非參考日
2006/11/18 上午 12:00:00,2006,Q4,11,11月,2006-Nov,週六,週末,2006W47,週六
2006/11/19 上午 12:00:00,2006,Q4,11,11月,2006-Nov,週日,週末,2006W47,週日
2006/11/2 上午 12:00:00,2006,Q4,11,11月,2006-Nov,週四,平日,2006W45,週2-4
2006/11/20 上午 12:00:00,2006,Q4,11,11月,2006-Nov,週一,平日,2006W48,非參考日
2006/11/21 上午 12:00:00,2006,Q4,11,11月,2006-Nov,週二,平日,2006W48,週2-4
2006/11/22 上午 12:00:00,2006,Q4,11,11月,2006-Nov,週三,平日,2006W48,週2-4
2006/11/23 上午 12:00:00,2006,Q4,11,11月,2006-Nov,週四,平日,2006W48,週2-4
2006/11/24 上午 12:00:00,2006,Q4,11,11月,2006-Nov,週五,平日,2006W48,非參考日
2006/11/25 上午 12:00:00,2006,Q4,11,11月,2006-Nov,週六,週末,2006W48,週六
2006/11/26 上午 12:00:00,2006,Q4,11,11月,2006-Nov,週日,週末,2006W48,週日
2006/11/27 上午 12:00:00,2006,Q4,11,11月,2006-Nov,週一,平日,2006W49,非參考日
2006/11/28 上午 12:00:00,2006,Q4,11,11月,2006-Nov,週二,平日,2006W49,週2-4
2006/11/29 上午 12:00:00,2006,Q4,11,11月,2006-Nov,週三,平日,2006W49,週2-4
2006/11/3 上午 12:00:00,2006,Q4,11,11月,2006-Nov,週五,平日,2006W45,非參考日
2006/11/30 上午 12:00:00,2006,Q4,11,11月,2006-Nov,週四,平日,2006W49,週2-4
2006/11/4 上午 12:00:00,2006,Q4,11,11月,2006-Nov,週六,週末,2006W45,週六
2006/11/5 上午 12:00:00,2006,Q4,11,11月,2006-Nov,週日,週末,2006W45,週日
2006/11/6 上午 12:00:00,2006,Q4,11,11月,2006-Nov,週一,平日,2006W46,非參考日
2006/11/7 上午 12:00:00,2006,Q4,11,11月,2006-Nov,週二,平日,2006W46,週2-4
2006/11/8 上午 12:00:00,2006,Q4,11,11月,2006-Nov,週三,平日,2006W46,週2-4
2006/11/9 上午 12:00:00,2006,Q4,11,11月,2006-Nov,週四,平日,2006W46,週2-4
2006/12/1 上午 12:00:00,2006,Q4,12,12月,2006-Dec,週五,平日,2006W49,非參考日
2006/12/10 上午 12:00:00,2006,Q4,12,12月,2006-Dec,週日,週末,2006W50,週日
2006/12/11 上午 12:00:00,2006,Q4,12,12月,2006-Dec,週一,平日,2006W51,非參考日
2006/12/12 上午 12:00:00,2006,Q4,12,12月,2006-Dec,週二,平日,2006W51,週2-4
2006/12/13 上午 12:00:00,2006,Q4,12,12月,2006-Dec,週三,平日,2006W51,週2-4
2006/12/14 上午 12:00:00,2006,Q4,12,12月,2006-Dec,週四,平日,2006W51,週2-4
2006/12/15 上午 12:00:00,2006,Q4,12,12月,2006-Dec,週五,平日,2006W51,非參考日
2006/12/16 上午 12:00:00,2006,Q4,12,12月,2006-Dec,週六,週末,2006W51,週六
2006/12/17 上午 12:00:00,2006,Q4,12,12月,2006-Dec,週日,週末,2006W51,週日
2006/12/18 上午 12:00:00,2006,Q4,12,12月,2006-Dec,週一,平日,2006W52,非參考日
2006/12/19 上午 12:00:00,2006,Q4,12,12月,2006-Dec,週二,平日,2006W52,週2-4
2006/12/2 上午 12:00:00,2006,Q4,12,12月,2006-Dec,週六,週末,2006W49,週六
2006/12/20 上午 12:00:00,2006,Q4,12,12月,2006-Dec,週三,平日,2006W52,週2-4
2006/12/21 上午 12:00:00,2006,Q4,12,12月,2006-Dec,週四,平日,2006W52,週2-4
2006/12/22 上午 12:00:00,2006,Q4,12,12月,2006-Dec,週五,平日,2006W52,非參考日
2006/12/23 上午 12:00:00,2006,Q4,12,12月,2006-Dec,週六,週末,2006W52,週六
2006/12/24 上午 12:00:00,2006,Q4,12,12月,2006-Dec,週日,週末,2006W52,週日
2006/12/25 上午 12:00:00,2006,Q4,12,12月,2006-Dec,週一,平日,2006W53,非參考日
2006/12/26 上午 12:00:00,2006,Q4,12,12月,2006-Dec,週二,平日,2006W53,週2-4
2006/12/27 上午 12:00:00,2006,Q4,12,12月,2006-Dec,週三,平日,2006W53,週2-4
2006/12/28 上午 12:00:00,2006,Q4,12,12月,2006-Dec,週四,平日,2006W53,週2-4
2006/12/29 上午 12:00:00,2006,Q4,12,12月,2006-Dec,週五,平日,2006W53,非參考日
2006/12/3 上午 12:00:00,2006,Q4,12,12月,2006-Dec,週日,週末,2006W49,週日
2006/12/30 上午 12:00:00,2006,Q4,12,12月,2006-Dec,週六,週末,2006W53,週六
2006/12/31 上午 12:00:00,2006,Q4,12,12月,2006-Dec,週日,週末,2006W53,週日
2006/12/4 上午 12:00:00,2006,Q4,12,12月,2006-Dec,週一,平日,2006W50,非參考日
2006/12/5 上午 12:00:00,2006,Q4,12,12月,2006-Dec,週二,平日,2006W50,週2-4
2006/12/6 上午 12:00:00,2006,Q4,12,12月,2006-Dec,週三,平日,2006W50,週2-4
2006/12/7 上午 12:00:00,2006,Q4,12,12月,2006-Dec,週四,平日,2006W50,週2-4
2006/12/8 上午 12:00:00,2006,Q4,12,12月,2006-Dec,週五,平日,2006W50,非參考日
2006/12/9 上午 12:00:00,2006,Q4,12,12月,2006-Dec,週六,週末,2006W50,週六
2006/2/1 上午 12:00:00,2006,Q1,02,2月,2006-Feb,週三,平日,2006W6,週2-4
2006/2/10 上午 12:00:00,2006,Q1,02,2月,2006-Feb,週五,平日,2006W7,非參考日
2006/2/11 上午 12:00:00,2006,Q1,02,2月,2006-Feb,週六,週末,2006W7,週六
2006/2/12 上午 12:00:00,2006,Q1,02,2月,2006-Feb,週日,週末,2006W7,週日
2006/2/13 上午 12:00:00,2006,Q1,02,2月,2006-Feb,週一,平日,2006W8,非參考日
2006/2/14 上午 12:00:00,2006,Q1,02,2月,2006-Feb,週二,平日,2006W8,週2-4
2006/2/15 上午 12:00:00,2006,Q1,02,2月,2006-Feb,週三,平日,2006W8,週2-4
2006/2/16 上午 12:00:00,2006,Q1,02,2月,2006-Feb,週四,平日,2006W8,週2-4
2006/2/17 上午 12:00:00,2006,Q1,02,2月,2006-Feb,週五,平日,2006W8,非參考日
2006/2/18 上午 12:00:00,2006,Q1,02,2月,2006-Feb,週六,週末,2006W8,週六
2006/2/19 上午 12:00:00,2006,Q1,02,2月,2006-Feb,週日,週末,2006W8,週日
2006/2/2 上午 12:00:00,2006,Q1,02,2月,2006-Feb,週四,平日,2006W6,週2-4
2006/2/20 上午 12:00:00,2006,Q1,02,2月,2006-Feb,週一,平日,2006W9,非參考日
2006/2/21 上午 12:00:00,2006,Q1,02,2月,2006-Feb,週二,平日,2006W9,週2-4
2006/2/22 上午 12:00:00,2006,Q1,02,2月,2006-Feb,週三,平日,2006W9,週2-4
2006/2/23 上午 12:00:00,2006,Q1,02,2月,2006-Feb,週四,平日,2006W9,週2-4
2006/2/24 上午 12:00:00,2006,Q1,02,2月,2006-Feb,週五,平日,2006W9,非參考日
2006/2/25 上午 12:00:00,2006,Q1,02,2月,2006-Feb,週六,週末,2006W9,週六
2006/2/26 上午 12:00:00,2006,Q1,02,2月,2006-Feb,週日,週末,2006W9,週日
2006/2/27 上午 12:00:00,2006,Q1,02,2月,2006-Feb,週一,平日,2006W10,非參考日
2006/2/28 上午 12:00:00,2006,Q1,02,2月,2006-Feb,週二,平日,2006W10,週2-4
2006/2/3 上午 12:00:00,2006,Q1,02,2月,2006-Feb,週五,平日,2006W6,非參考日
2006/2/4 上午 12:00:00,2006,Q1,02,2月,2006-Feb,週六,週末,2006W6,週六
2006/2/5 上午 12:00:00,2006,Q1,02,2月,2006-Feb,週日,週末,2006W6,週日
2006/2/6 上午 12:00:00,2006,Q1,02,2月,2006-Feb,週一,平日,2006W7,非參考日
2006/2/7 上午 12:00:00,2006,Q1,02,2月,2006-Feb,週二,平日,2006W7,週2-4
2006/2/8 上午 12:00:00,2006,Q1,02,2月,2006-Feb,週三,平日,2006W7,週2-4
2006/2/9 上午 12:00:00,2006,Q1,02,2月,2006-Feb,週四,平日,2006W7,週2-4
2006/3/1 上午 12:00:00,2006,Q1,03,3月,2006-Mar,週三,平日,2006W10,週2-4
2006/3/10 上午 12:00:00,2006,Q1,03,3月,2006-Mar,週五,平日,2006W11,非參考日
2006/3/11 上午 12:00:00,2006,Q1,03,3月,2006-Mar,週六,週末,2006W11,週六
2006/3/12 上午 12:00:00,2006,Q1,03,3月,2006-Mar,週日,週末,2006W11,週日
2006/3/13 上午 12:00:00,2006,Q1,03,3月,2006-Mar,週一,平日,2006W12,非參考日
2006/3/14 上午 12:00:00,2006,Q1,03,3月,2006-Mar,週二,平日,2006W12,週2-4
2006/3/15 上午 12:00:00,2006,Q1,03,3月,2006-Mar,週三,平日,2006W12,週2-4
2006/3/16 上午 12:00:00,2006,Q1,03,3月,2006-Mar,週四,平日,2006W12,週2-4
2006/3/17 上午 12:00:00,2006,Q1,03,3月,2006-Mar,週五,平日,2006W12,非參考日
2006/3/18 上午 12:00:00,2006,Q1,03,3月,2006-Mar,週六,週末,2006W12,週六
2006/3/19 上午 12:00:00,2006,Q1,03,3月,2006-Mar,週日,週末,2006W12,週日
2006/3/2 上午 12:00:00,2006,Q1,03,3月,2006-Mar,週四,平日,2006W10,週2-4
2006/3/20 上午 12:00:00,2006,Q1,03,3月,2006-Mar,週一,平日,2006W13,非參考日
2006/3/21 上午 12:00:00,2006,Q1,03,3月,2006-Mar,週二,平日,2006W13,週2-4
2006/3/22 上午 12:00:00,2006,Q1,03,3月,2006-Mar,週三,平日,2006W13,週2-4
2006/3/23 上午 12:00:00,2006,Q1,03,3月,2006-Mar,週四,平日,2006W13,週2-4
2006/3/24 上午 12:00:00,2006,Q1,03,3月,2006-Mar,週五,平日,2006W13,非參考日
2006/3/25 上午 12:00:00,2006,Q1,03,3月,2006-Mar,週六,週末,2006W13,週六
2006/3/26 上午 12:00:00,2006,Q1,03,3月,2006-Mar,週日,週末,2006W13,週日
2006/3/27 上午 12:00:00,2006,Q1,03,3月,2006-Mar,週一,平日,2006W14,非參考日
2006/3/28 上午 12:00:00,2006,Q1,03,3月,2006-Mar,週二,平日,2006W14,週2-4
2006/3/29 上午 12:00:00,2006,Q1,03,3月,2006-Mar,週三,平日,2006W14,週2-4
2006/3/3 上午 12:00:00,2006,Q1,03,3月,2006-Mar,週五,平日,2006W10,非參考日
2006/3/30 上午 12:00:00,2006,Q1,03,3月,2006-Mar,週四,平日,2006W14,週2-4
2006/3/31 上午 12:00:00,2006,Q1,03,3月,2006-Mar,週五,平日,2006W14,非參考日
2006/3/4 上午 12:00:00,2006,Q1,03,3月,2006-Mar,週六,週末,2006W10,週六
2006/3/5 上午 12:00:00,2006,Q1,03,3月,2006-Mar,週日,週末,2006W10,週日
2006/3/6 上午 12:00:00,2006,Q1,03,3月,2006-Mar,週一,平日,2006W11,非參考日
2006/3/7 上午 12:00:00,2006,Q1,03,3月,2006-Mar,週二,平日,2006W11,週2-4
2006/3/8 上午 12:00:00,2006,Q1,03,3月,2006-Mar,週三,平日,2006W11,週2-4
2006/3/9 上午 12:00:00,2006,Q1,03,3月,2006-Mar,週四,平日,2006W11,週2-4
2006/4/1 上午 12:00:00,2006,Q2,04,4月,2006-Apr,週六,週末,2006W14,週六
2006/4/10 上午 12:00:00,2006,Q2,04,4月,2006-Apr,週一,平日,2006W16,非參考日
2006/4/11 上午 12:00:00,2006,Q2,04,4月,2006-Apr,週二,平日,2006W16,週2-4
2006/4/12 上午 12:00:00,2006,Q2,04,4月,2006-Apr,週三,平日,2006W16,週2-4
2006/4/13 上午 12:00:00,2006,Q2,04,4月,2006-Apr,週四,平日,2006W16,週2-4
2006/4/14 上午 12:00:00,2006,Q2,04,4月,2006-Apr,週五,平日,2006W16,非參考日
2006/4/15 上午 12:00:00,2006,Q2,04,4月,2006-Apr,週六,週末,2006W16,週六
2006/4/16 上午 12:00:00,2006,Q2,04,4月,2006-Apr,週日,週末,2006W16,週日
2006/4/17 上午 12:00:00,2006,Q2,04,4月,2006-Apr,週一,平日,2006W17,非參考日
2006/4/18 上午 12:00:00,2006,Q2,04,4月,2006-Apr,週二,平日,2006W17,週2-4
2006/4/19 上午 12:00:00,2006,Q2,04,4月,2006-Apr,週三,平日,2006W17,週2-4
2006/4/2 上午 12:00:00,2006,Q2,04,4月,2006-Apr,週日,週末,2006W14,週日
2006/4/20 上午 12:00:00,2006,Q2,04,4月,2006-Apr,週四,平日,2006W17,週2-4
2006/4/21 上午 12:00:00,2006,Q2,04,4月,2006-Apr,週五,平日,2006W17,非參考日
2006/4/22 上午 12:00:00,2006,Q2,04,4月,2006-Apr,週六,週末,2006W17,週六
2006/4/23 上午 12:00:00,2006,Q2,04,4月,2006-Apr,週日,週末,2006W17,週日
2006/4/24 上午 12:00:00,2006,Q2,04,4月,2006-Apr,週一,平日,2006W18,非參考日
2006/4/25 上午 12:00:00,2006,Q2,04,4月,2006-Apr,週二,平日,2006W18,週2-4
2006/4/26 上午 12:00:00,2006,Q2,04,4月,2006-Apr,週三,平日,2006W18,週2-4
2006/4/27 上午 12:00:00,2006,Q2,04,4月,2006-Apr,週四,平日,2006W18,週2-4
2006/4/28 上午 12:00:00,2006,Q2,04,4月,2006-Apr,週五,平日,2006W18,非參考日
2006/4/29 上午 12:00:00,2006,Q2,04,4月,2006-Apr,週六,週末,2006W18,週六
2006/4/3 上午 12:00:00,2006,Q2,04,4月,2006-Apr,週一,平日,2006W15,非參考日
2006/4/30 上午 12:00:00,2006,Q2,04,4月,2006-Apr,週日,週末,2006W18,週日
